Komen,Klasifikasi
Emg caranya bg Fadil menghibur tu begini enak bgt di tonton nya,0
Lu polosnya pake bnget sih bang Adil...,0
Ngakak terus mantap fadil,0
"Alhamdulillah ya bang setiap candaan jadi kenyataan, tapi ingat ya jangan yang aneh aneh nanti jadi kenyataan nya yang aneh aneh juga",0
Ngga sabar video selanjutnya dill,0
Bang gara tau gua kirain lu bukan mantan pro player gilee gg juga lu maen ml bang ekek,0
Sehat selalu sekeluarga amien ya Allah,0
Buat semua yg udah bantuin om banyak banyak makassih,0
Pak muh seneng banget,0
Emaknya Fadil Imut Banget Siii,0
"Masya Allah nyong brebbes Mili terharu adil ,, pak muh Miss youuu",0
Sukses terus bang...,0
"WOY DENGER YA SOBAT GOIB!
NANTI KALO VIDEONYA UDAH TAYANG DI YUTUP PA SANDI, JANGAN LUPA KALIAN SERBU DAN TONTON! DAN DI SUBCRIBE! JGN SAMPE SEPI!
TUNJUKIN KALO FADIL DAN PENONTON GOIBNYA BISA MEMBAWA DAN MEMBERIKAN HAL POSITIF DAN KEUNTUNGAN BUAT PA SANDI. TERUTAMA BUAT YUTUPNYA. KALO BISA KE SEMUA CHANNEL YG UDAH KOLEB SAMA FADIL. OKAY 
TP KOMENNYA TETEP JAGA ETIKA DAN JGN ALAY YA WKWKW",0
baru awal aja pengen ketawa ngakak.. mana lagi maskeran .. nahan ketawa biar masker ga pecah tuh rasanya menyiksa hahaha.. fadil dan pak muh sama semua sekeluarga ak fans sama kalian pokoknya..,0
"DARI SINI GUA BELAJAR ""YANG BIASA NGERJAIN ORANG, PAS NGOMONG SERIUS GAK DIPERCAYA"" WKWK",0
Fans dari malaysia..suka tengok video2 kamu..best..hilangkan stress..apa lagi kalau ada papa kamu..sampai kn salam ke papa kamu ok?,0
"Pak muh: follow tuh apa?
Adil : mengikuti, iya pa sandi mengikuti adil mulai besok adil kemana-mana di ikutin ama die",0
"Aku kan lagi hamil ,pertama tau kak adil tuh di tiktok . Sumpah bikin happy banget jadi ngebangkitin mood  semoga nanti anak aku kaya kak fadil humoris",0
"Bang Fadil.. baru sadar videonya slama ini ga menginspirasi, ga bermanfaat dll. Taappiiii...
Video nya slaallluu buat kita ketawaa, bahagiiaaa, terharuu.. Jadi utk semua followers yg bkn kepo haters, ngasih Bang Fadil, Pak Muh dan Keluarga pahala..
Ayoo sama"" bilang Aaaammmiiinnnn Aaaammmiiiiinnnn",0
Jdi dia kalau adil ke mana mana dia ngikutin pak sandy kan ngikut -ngakak njirr,0
"knapa pak uno follow kamu, krna lu terlalu lucu, heraan deh wkwkkwkwkkkk",0
di tunggu bang vlog pas makan sorenya wkwk,0
Pengen bgt ngerasain harmonis banng dalam keluarga seperti anda,0
"Cakeeeeppppp,,,kapan ke pekanbaru nih colab",0
"Ingat omongan adalah doa, dan semua terkabul yaa mantaappp",0
"Nich si fadil meski gitu pas ngasih pake tangan kiri dy bilgn ""maaf pake tangan kiri"" sopan banget masy allah, sngat bangga punya ortu yg bisa baik didik anaknya gini",0
mama nya kak fadil cantik banget,0
"Itu lah berarti rezeki lu lancar bg, apalagi tambah ridho orang tua, emang betul yg dibilang ridho orang tua itu ridhonya Allah, disini kita lihat career lu terbukti nyata, Allah lancarin semua jalan lu, dan favorite spot ane suka lihat tanpa tau ada kamera pak muh suka selalu zikir, doa dll, MaSyaa Allah banget dah tu, Barokallahu fikum bg sekeluarga ?",0
Terharu gw bang sampe sedih kapan yaa gw bisa nyenengin ortu kek gitu konten gw aja Mobile Legend gmn mau terkenal kek lu pokoknya gw respect lu terus semangat bang...,0
"Klau ank baik niatnya baik unk org tua sm klg, apapun ucapannya pasti d beri kelancaran terus",0
"Kak fadil buruan upload video bareng pak sandi dong, gk sabar nich huhu",0
"Bang fadil : tuh istagram adil di follow pa sandi. 
Pak muh : follow apaan
.
.
Astaga ngakak",0
"Membayangkan aja itu sdh doa bang ,apalagi omongan..sukses trs",0
"Bang konten yang lu mau umpetin bangku, bikin bang",0
"ini nama nya nyata ucapan adalah doa ye dil, hasil rajin sholat kyk juga dil",0
"Ikut seneng banget dibukakan jalan nya fadil dari mana"" 
Luv sobat goip",0
Lucuu banget masyaAllah pak muh sehat2 panjang umur hihi,0
"Dil video lu emang kagak jelas aseli kagak jelas bgt, tp gue seneng banget liatnya , menghibur banget ... bener bener beda dari yg lain , gak ngada ngada ... masha Allah liat keharmonisan keluarga nya , ngajarin kebaikan yg bener bener murni dari hati.... semoga Fadil dan keluarga selalu diberi kesehatan Allah SWT",0
"tapi dil jujur prank yang ngajak makan ,untungnya pak sandi ngundang.. kalo gak..  kasian pak Muh..",0
Semua konten menghibur banget,0
"alhmdllh, gw nungggu momen ini dri pak sandi buat kolap sama pak muh dan padill.. gw stiap pak sandi bikin konten d youtube sllu komen tolong kolapp sama pak muuh",0
"Masya Allah
Berkah ya kak Fadil ...
Di ijabah terus ucapannya.. semoga hal"" baik yg di ucap..
Semangat bikin konten kak",0
"Aku kalo nonton vlog lain suka aku taro hp nya (yang penting kedengeran suaranya), kalo nonton vlog nya fadil harus banget sambil nonton",0
"Pas bilang ""klo ada centang birunya asli klo gk ada kw"" itu ngakak bgt trs ig kaka dan adek lu kw donk",0
"Stelah nnton aplodan terbarunya bng jonathan liandi, baru tau kalo elu mantan pro player mobile legend bang",0
"Asli gue tonton berulang kali, suka banget liat ekspresi pak muh tau beneran diundang makan sekeluarga sama pak sandiaga sehat trs ya pak muh&keluarga.",0
"sehat selalu pak muhamad dan ibu, klo ketemu pengen minta tanda tangan pak muhamad",0
"8.40 pak muh ""ih maluu"" lucu banget bapack bilang ""ih malu"" wkwkwkwk",0
Keluarga berkah ini mah alhamdulillah,0
Setiap fadil bilang sesuatu dr lantai atas itulah d mulainya perang,0
Yey senengin pakmuh 24jam kedepannya,0
"Papa harus bilang makasih sama sobat ghoib
Pak Muh: Assalamualaikum warahmatullahi wa barrokatuh...
Pak Muh latihan ngomong sama pak Sandi",0
Trauma bapaknya,0
PRANK PAK MUH PURA-PURA BERKELAHI / BERANTEM SAMA KAK YISLAM ATAU DILLA BG!,0
"Sumpah demi allah gue berkaca2 liat pakmuh nyebut syukur, rasanya pen meluk trs bilang selamat pakmuh, I LOVE PAK MUH",0
Ka Fadil jailin papah terus kalau udah di marahin ka Fadil kasih barang/sesuatu yang papah mau dari dulu,0
"Ya allah ngakak pas awal dy ngomong klo bener bang sandi nonton berrti dy liat celana dalam gue, wakakakaka",0
Kaos nya pak muh ya allah  bkin gemes,0
Yaudah bang bilang guys besok kita beli Alphard kali aja kewujud lagi bang:v,0
"Selama nonton ini ga berhenti buat cengar cengir dong ngakak dan campur"" lah the best lahhh buat bang Fadil apa yg keluar dr mulut nya pasti kejadiann itu masya Allah",0
Bang sumpah demi apapun saya baru tau kalau Lo dulu nya adalah pro player mobile legend.,0
"pak mus : follw itu apa'an.....    
Pak mus : kalau ada centang biru apa maksudnya,,  asli gitu... kalo ga ada centng biru nya.. ?
fadil  : klo ga ada centang birunya KW..   wwkwkwk",0
Merinding loh sumpah pasti seneng bngt,0
"Ngakak sumpah 6:38, udh pake jas taunya ke Indomaret",0
Kenapa gw nangis nnton ini?,0
Terharu dong.,0
"Alhamdulillah, ikut seneng, ikut deg""degan",0
Mamah nya ka fadil lebih ngerti instagram dong,0
Ikut bahagia kalo papa mama nya fadil bahagia gitu juga,0
Lu yg diundang gua yg seneng berasa keluarga gua yg undang,0
ngakak bgt knp si,0
Ya allah ngakak . Ngga mau paling ke indomaret lagi,0
"aaa gemsh bgt sii, ikut seneng aaaa",0
"Centang biru
Conteng biru keluarga bang adil",0
gemes banget pas ngomong 'maluu' :((,0
"Asalamualaikum banyak banyak terima kasih 
Ciri khas pak muh",0
Lucu banget sih keluarga nya,0
"Menurut Abang Fadil gaada manfaat, tanpa Abang sadari Abang ngasih kebahagiaan buat org yg lagi sedih saat ngeliat video Abang",0
"Pak muh saya undang juga ni ke rumah makan pecel.
Bapak onlen guehhhh ni. Sehat2 pak muh semoga ada rezekinya n ada jln nya buat ketemu pak muh. Aamiin",0
Dan sekarang pak sandi sudah jadi menteri ?,0
Ikut terharu nontonnya :),0
Pak muh lebih percaya dyla dari pada fadil,0
"BANG COBA NGOMONG DI VIDEO LU,
""SEMOGA RIAN DAPET KERJAAN YANG BAGUS SECEPETNYA KARNA BUAT BAYAR KULIAHNYA"" GITU BANG, SIAPA TAU BETULAN TERJADI",0
Bersyukur alhamdulillah,0
"Tapi bang fadil & keluarga entertain banget, ngerhibur banget sumpah. Adem sam lucu aja gtu ngelihat keluarganya bang fadil. Itu point kontennya menurutku wkwk",0
"Hahahaha aselii bang , kocak banget",0
Idup lu beruntung banget si bang. Gue pengen dah kaya lu,0
Sukses selalu bangg...,0
"W baru tau ternyata Fadil jadi dlu prnah jd pro player mobile legend di tim waw esport yh,",0
Sukses trus yaa,0
Ngakak anjimmm,0
Gemes banget wkwkkwk,0
Koleb sama ibu susi. Mantap banggg,0
"keseringan boongin pak muh,udh susah prcaya ama adil",0
Ngakakk yaallahh ngakakkkk,0
"Kata kata yang ter ngiang2 di otak gua"" GUA KEPRET JUGA LU DIL "" wkwkwk ngakakk",0
"ketahuilah allah juga menyukai yang lucu, makanya allah kabulin alhamdulillah",0
BANG REVIEW FOTO PAK MUH WAKTU MASIH MUDA !!!,0
Seneng banget tuh,0
"Kepopuleran lu dil , bakal ke geser ama pakmuh haha",0
Memang mantap bang fadil nya,0
"Sumpahh ngakak, pa sandi nntin celana dalam gw dong",0
kok aku yg terharu yaaa,0
ngakak banget ya allah,0
ngakak bgt pas pak muh blg om,0
Efek sering ngebercandain orang tua akhirnya ga percaya kan wkwkkw,0
aku suka sama mamaknya cantik tp kadang iseng juga,0
"Mulai besok pak sandi mengikuti adil kemana2 kannnnn udh udh mengikuti Instagram adil.. rasanya gw pgn blg pak muh,, yg sabar yah pak tabah punya anak RAJA JAIL...",0
"Ka fadil yg d follow pa sandi, aku yg terharu",0
Sangat terharu sekali,0
Ikutan Seneng ya lihat Pak Muh seneng,0
"Pak Muh itu ganteng ,wajah Arab dan perawakan Arab, Bu Muh juga cantik putih ,makanya anak2nya juga cantik dan ganteng",0
"kenapa terharu ya....
semoga gw juga bisa nyenengin papa gw kayak fadil ke bapaknya deh amin:)",0
"Seneng liat bokap lu Dil,, beneran bahagia beliau, happy liat pak muh bahagia yah, kami sayang pak muh, sehat selalu pak muh, 
Ng lupa pak muh ngucap Alhamdulillah berkali kali and, Ampe dibacain lagi tu komen kek Ng percaya gitu",0
"kata siapa vdeo kmu gak memotivasi.dari vdeo kmu dil...kami bnyk bljr btapa saling mnyayangi dlm kluarga itu sungguh indah,kalian kluarga harmonis,dan saya mungkin di antara salah satu mreka yg anak brokenhome meronta2 nangis dlm ati liat kharmonisan kluarga kalian,krna ingin.btw bhgia dan sehat snantiasa buat fadil skluarga.aamiin",0
Ginih amat yh jadi anak yg humoris ketika mau bicara serius gk dipercaya kwkwkwk sabar kak,0
"Ikut terharu
Bangga juga sma ka fadill bisa bkin bangga kdua org tua
Pak sandi juga mksih ya pak udh ngabulin prmintaan pnnton nya ka fadil dan juga pak muh",0
Seneng bgt bener2 seneng! Dulu suka bgt sm pak sandi. Skrg pak sandi notice org yang aku sayang bgt sayang online,0
"Dasarnya emng lu orang baik bang jadi di ketemuin sama orang"" baik juga  terharu bngt apa yg lu omong Ampe bisa kehujut gtu ya bang",0
Salfok ke suara murai nya gacor banget wkwkwkwk,0
pembukaannya jd stand up comedy tuh gimana tong?,0
"MasyaAllah mo nangis jugaaaa pasti bahagia bgt punyaa anak kayak ka fadil, walaupun jail tapi karma kesabaran orang tua .... Tetep bisa membawa berkah dan kebahagiaan untuk kedua orang tuanya",0
Senang liat pak muh seneng,0
Senang banget aku lihatnya ny dhil..awalnya aku lihatnya biasa aj..tp selanjutnya menyenangkan..terhibur..soalnya pak.muh polos x.,0
YaAllah bang fadil knpa bikin ngakak mulu sih  aku tadi nya abis nangis lohh ehh pas liat bang fadil jdi langsung ktwa lg  yaAllah makasih bang fadil atas hiburan nya,0
"Yaampun seneng liat pak muh seneng, lucu juga pas bilang 'malu' gemoyyy pak muh",0
dia yg diundang gue yg sumringah berasa ikutan diundang,0
Memotivasi kok biar rajin sholat :),0
Sukses selalu ka fadil,0
Kk lucu klo lg sama keluarga seru seruan ketawa ketawa,0
"Gemes bangett pas pak muh bilang ""maluuuu""",0
Kami sayang pak muh.wkwkwkwkk,0
Gara2 judul ini loh aku pantengin channel Fadil. Pedahal suka malang melintang di youtube tapi ga pernah ditonton ..  ,0
Alhamdulillah diundang beneran,0
SUMPAH YA SIAPA YANG SAMA DI REFRESH MULU PAS LIAT SG FADIL,0
Gw kepret,0
Patokannya dilla wkwkwkwkwk,0
Kok aku yang seneng yaa,0
Hahaha kocak banget sichh padil,0
Semangat terus ka fadil,0
Mungkin ini yg di definisikan omongan adalah doa,0
Ga sabar mau liat pak muh ketemu pak Sandiaga dong. Pengen liat ekspresinya,0
Katanya mau bikin konten ngumpetin kursi yg biasa didudukin pak muh bngggg,0
Sumpah. Mewek njimmmm :'(,0
"Nih Instagram Fadil di follow pak sandi, pak Muh, hah follow apaan ?",0
anjay tuh,0
Aseli masa nangis,0
Dilla orang kepercayaan pak Muh wkwkwk,0
Abang menginspirasi kok bang menginspirasi orang muda yang udah bisa ngasilin uang sendiri,0
"Gw kepret lu, wkwkw saking gkk percaya nya si pak muh",0
Pak muh imut n ganteng coy,0
Salam buat Pak Muh bang...,0
Istrinya sendiri mau dikepret sama Pak muh   04:44,0
"Pak muh : Kalo gaada centang birunya?
Fadil : iya brrti Kw
""Instagram gue yg gaada centang biru nya brrti kw dong""  ngakak wkwkwk",0
Pak Muh lbh prcya Dila drpd mamah dan fadil hahahaha,0
Makan sayur asem emas? Huakakak,0
"Ngakakk dah  Papa fadil :follow apa ? 
Fadil : ikut jadi pak sandi, ikut fadil mulai besok
Ditunggu video Sma pak sandi nya",0
Air mata gw yg sblah kiri keluar.... Terharu kali ya....,0
Bang lu pernah masuk esport yak?,0
Ka adil prank Dilla dong plissss nggak maksa,0
Jangan lupa bersyukurr ka fadhillll semogaa berkahhh dan sehat dunia akhirat selaluuu semuaa,0
Sayang pak muh,0
Kerennn,0
Papa nya lucuu,0
aaaa nangis bgt,0
Yg ada centang biru nya Asli yang gak ada centang birunya Palsu. Aku apalah wkwkwkwkwk yg gak ada centang,0
Pokoknya the best...,0
hahaha...fadil gak berani ya nunjukin ke papanya konten youtubenya takut ketauan wkwkwkwk,0
Ayo bantu bang adill ketemu pejabat mau gk?,0
Ayoo kakk upload video baruuu,0
KWKWKWKW NGAKAKKK,0
Terharuu asliiiii,0
gue kok jdi ikut seneng ya bang,0
"Mohon maaf salfok terus sama boneka kuning, boneka bebek yah?Give away bang boneka nya gemes bngt",0
"pak muh ah, latihan ngomong assalamu alaikum mulu, itu sih ga usah latihn jg udah mahir kan",0
Awww sumpah ikut terharuu liat pa Muh seneng gituuuu:' ka fadil nanti jan lupaaaa bikin vlog pas makan sama pa sandi nyaaaaa,0
Ngapain pake daleman warna merah luntur lgi jd pink,0
"Gini ya rezeki orang baik,istri yang sabar,yang menerima kekurangan suami rezekinya lancar dikelilingin orang yang baik pula.sehat terus mba gigi dan keluarga lancar2 lahirannya.semoga bahagia selalu ?",0
Kalo orang kaya kira-kira enaknya ngasih hadiah apa ya? takutnya dia udah punya semua harta benda,0
nangis nya gigi bikin aku mau nagis jugak tulus bngt nagis bahagia terharu mungkin .sehat selalu ya alhamdulillah kk paula uda lahir sekarang nunggu mb gigi,0
"MaSyaaAllah...Tabarakallah... Semoga Mama Gigi & debay, Papa Raffi & Aa Rafathar selalu sehat serta selalu dilindungi & diberkahi oleh Allah SWT..Aamiin..",0
"Ibu Sultan ini selalu di kelilingi oleh orang baik, karena beliau juga orang yang sangat baik. Orang-orang di sekitarmu adalah cerminan dirimu sendiri. Semoga selalu di beri kesehatan buat bumil Gigi...semoga selamat sampai hari kelahirannya. Aamiin...",0
"Bumil (Kak Nagita,Kak Paula,Aurel,Lesti) Smoga Shat slalu yaa,Di lancarkan sampai lahiran.  Barakallah",0
Kak Gigi orang nya baik nya tulus keliatan bgt.orang baik pasti dikelilingi orang orang yg baik pula. Sehat sehat terus ya kak gigi,0
Lihat mba gigi nangis jadi ikut nangisss,0
"Ikutan terharu lihat mba gigi nangis, sehat2 mba gigi dan debay, lancar lahirannya. Aamiin",0
"Mama Gigi hatinya baik, tulus & lembut....sama seperti mama Rieta & mbak Caca ?",0
 sehat semua ibu & bayinya. Tak sabar nunggu hari itu...hari launchingnya adiknya Rifithir.,0
Alhamdulilah dd lesti bisa d terima d lingkungan manapun orang baik dd sehat terus,0
Ikutan nangis lihat Gigi nangis terharu.. semoga lancar yaa kelahirannya..dede bayi sehat sempurna semuanya .. Gigi sehat juga selama n pasca lahiran Aamiin Allahumma Aamiin?,0
MasyaAllah Gigi menjaga Sekali auratnya.. waktu mau digantiin blazer hijau dgn jubah Pinknya .. dia lgs teriak dan Nolak hak mau diganti krn kamera sdng on focus ke Gigi Wanita yg sangat menjaga kehormatan nya dan keluarga.. Barakallah Gigi..,0
Sambil ketawa sambil ikut nangis liat mba gigi nangis,0
"liat mami gigi nangis rasanya ikut terharu ,,,,, semoga allah segerakan memberikan kebahagiaan untuk yg sedang menunggu buah hati aamiin",0
"Bikin nangis deh vlog iniiih,apalagi belum apa2 gigi nangis,hebat RANS slalu dikelilingi org & tmen yg sayang sm mereka,karena RANS jg baik",0
"Jadi netes air mata juga liat mama gigi sudah nangis duluan pdahal videonya bloem di putar  terharu bgt MashaAllah , sehat"" yaa mama gigi smp lahiran . Kel andara , tim rans dan seluruh netizen baik se indonesia menanti kelahiran ade rafathar ..",0
"Yaallah jadi terharu lihat mbak gigi nangis jadi ikut nangis, semoga diberi kelancaran saat persalinan amin yaallah",0
Terharu ikut nangis.. sehat2 bumil lancar.. salam dr pejuang garis dua,0
"mama gigi lucu bgt.. mau sedih tp lucu.. sehat2 yaa mama gigi, semangat",0
"Alhamdulillah ka paula udah lahiran, tgl nunggu ka gigi, lesty dan aurel smga lancar semuanya Aamiinn. Sehat2 bumil cantik isteri soleha.",0
Semoga kaka Nagita sehat dan lancar ya kehamilannya yang selalu terharu menangis..jadi ikutan nangisss,0
Sehat selalu gigi sama kandungannya. Terharu euy. ,0
"Banyak org sayang bumil, sehat selalu mama gigi, sampai lahiran, sehat dan sukses selalu",0
"Alhamdulillah Masya Allah Tabarakallah sudah 21,8jt subscribe,semoga RANS ENTERTAINMENT semakin sukses berkah dan barokah.Aamiin",0
"Masya Allah, semoga bumil"" cantik dan gemes ini sht"" ibu dan baby nya lancar lahiran love You Nagita lesty Paula aurel",0
"Mbak gigi nangisnya gini banget  sayanya jadi ikutan nangis ,sehat"" ya mbak gigi sayang",0
Keliatan hati na gigi sangat lembut.... Selalu terharu untuk setiap moment... Sehat2 selalu bumil...,0
Menjadi sangat special karena calon bayinya di tunggu tunggu banyak Fans RANS ....apalagi calon adik rafatar .,0
"jadi ikutan nangis, sehat terus y buat mbak gigi dan dede bayinya dan keluarga mbak gigi",0
Siap menunggu tayang pastinya kontennya slalu menghibur seru nagita  Lesty aurel paula beserta keluarga besar mereka bahagia selamanya sampai akhir hayat amin,0
"semoga lancar lahiranya, seneng bngt di kelilingi"" org yg sayang mba gigi",0
MasyaALLOH.nagita itu emng sosok wanita yg mnrut saya PANTES BGD buat disayangin semua org. Baik. Humble. Sopan. Apa adanya.. masyaalloh pokoknya,0
"Masyaallah orang baik,,, bahagia bgt, sehat terus kak gigi",0
"Ya Allah, tiap gigi nangis aku malah ngakak",0
"Belum apa"" mbak gigi udah nangis duluan",0
"Ngakak sambil nangis , liat mba gigi nangis ... Sehat sehat ya mba gigi...",0
Sehat sll mama Gigi dan calon baby nya amin SMG lancar sampai persalinan amin.knp gue ikut mewek y lihat mam gigi nangis,0
"Terharu liat ka gigi nangis, sehatu selalu ka gigi semoga lancar sampai lahiran nya jangan menyerah",0
"""Saya youtuber pemula""",0
"Bapeer bgt diawal tadi, mba gigi terharu ikutan  juga dirumah,terharu...semoga lancar dan sehat sampai persalinan nanti ya mama gigi  kak Paula cantik bgt",0
ya allah aku ikutan terharu menangis. semoga mama gigi dan dedek bayinya diberi kesehatan,0
"Masya Allah mama gigi, saya iku nangis terharu bahagia? semoga lancar dan sehat persalinannya... Senang sekali dikelilingi dengan orang yang baik dan sayang...",0
Semoga bumil pada saat melahirkan di beri kelancaran dan kesehatan untuk bayi dan ibu .. aamiin,0
"MasyaAllah tabarakallah mbak gigi,  smoga sehat semua dan lancar kelahiran nya untuk yg ke 2 mbak gigi",0
"Ikut bahagia melihatnya sehat terus mbk gigi,,,",0
"Dikelilingi keluarga yang sayang,hmm bersyukur banget mba gigi",0
Nagita ttp cantik meski make up nya udh luntur krn nangis Paula jg cantik bgt aura nya sehat sehat bumil,0
Masyallah circle nya nagita baik baik semua dan berkelaas,0
Mengandung bawang nih liat mbk gigi nangis..,0
Sehat sehat dan lancar smp persalinan ya idolaku mam gigi .aamiin,0
Terharu sekali...mbak gigi sehat dan lancar ya...sampe lahiran adiknya rafathar,0
Ya allah ikut nangis uga,0
"Liat mama amy, care banget...bawain tisue, minum, ngelapin keringat dan air matanya...ibu mertua keren",0
"masyaallah sehat terus ya bumil cantik.... doa orang baik  menyertaimu lancar"" sehat sampai lahiran.. Aamiin..",0
Mba gigi nangis gue reflek ikut nangis . Selamat mba gigi. Sehat2 terus,0
"Wiiiih,baru juga semalem liat trending 36 trus berapa jam kemudian sempet turun trending 41,eh ga nyangka buka lagi udah trending 8 ajah nih bumil yg doyan nangis,tapi nangisnya bikin org lain ikutan nangis tp jg ketawa. RANS MEMANG TOP",0
"Al-hamdulillah trima kasih banyak ya ALLAH atas kado trindahnya untuk mami gigi, papi rafi & rafathar semoga d lancarkan smua usahanya & d mudahkn persalinannya sehat ibu & debaynya amiin..",0
"Nagita ini orang baik dan tulus merangkul semua dan humble makanya rejeki lancar, padahal nagita kaya raya banget  tapi nggak sombong nggak pernah nyinyiran orang, demikian juga aurel, lesti dan paula, maka nya takdir Allah bisa kumpul bareng , best",0
Ya allah jd ikut mewek...sht mbak gigi dan semoga persalinan nnti dikasih kelancaran amiinn,0
"MasyaAllah... Semoga suksesnya nular ke saya ibu2 sultan,, mama gigi, mama lesti, mami aurel dan mami paula... Amin,,,Aminkan ya gaes....",0
Gemes pas liat mama gigi nangis,0
Semoga Allah SWT selalu memberikan perlindungan kepada kalian semua dan di jauhkan dari orang2 yang zolim,0
"Semoga mama Gigi sehat sampai lahiran dan Dede baby nya jg sehat,aamiin",0
 Terharu Lihatya Sy Sambil Nangis Sehat selalu nagita,0
Salfok pertama: Lesty bilang oh brati mama Ami hamil juga? Tp sama nanas ga dihirau,0
"THE Bumils  GIAPALES.(gigi,aurel,paula,lesti)sehat sehat lancar sampai melahirkan,semoga silaturahminya makin kompak dan langgeng...aamiin...",0
"Jadi ikutan nangis ngeliat mb gigi nangis, sehat terus mb gigi dan debay nya...",0
"Sehat sllu mma gigi, kluargaa, smoga di lancarkan nantii smpe persalinan.. ",0
Liat Nagita nangis ada sedih sedih lucunya,0
"Semoga RANS punya fotografer pribadi jadi klo da event"" RANS atau pas berpergian da foto"" bagus nya ,,,soalnya sayang bgt banyak momen yg bagus tapi ga da yg mengabadikan",0
Semoga pejuang garis 2 lekas mendapatkan rejeki kehamilan kaya mba gigi aamiin...,0
"suka bangat tengok bumil2, semoga saja aku ketularan hamil, aamiinn ya allah",0
"Ikut trharu ,,, smg sehat sllu ya mba gigi dan aa raffi,smg sllu dlam lundungan Allah swt ,,, love kluarga Rans",0
Masya Allah Tabarakallah baby rans,0
"Leslar hadir buat bu mil kesayangan aku, dan bu mil , terbaik lainnya semoga sehat smuanya, mama pau lahiran lancar, mama gigi juga, calon mama muda loly dan lesty sehat sehat ya",0
sehat selalu mama gigi,0
Masyaalloh tabarakalloh  semoga sehat terus mama gigi dan lancar persalinan nya,0
"Taiwan selalu hadir bt bumil"" is the best sehat selalu semuanya",0
Terharuu masyaallah seneng kumpul keluarga & saudara,0
"Tau gak, artis indonesia yg di sayang sama se indonesia itu ""NAGITA SLAVINA"" tanpa kita sadari, kita gak kenal tapi kita tuh sayang sama mama gigi. Sehat terus mama gigi, bahagia terus keluarga RANS.",0
Bawangnya sampai sini sehat selalu bumil dan debay dalam perutnya?,0
senang aja liat bumils...sehat sehat semua ya dan d beri rahmat oleh Allah untuk kehamilan nya amiin ...,0
sehat2 ka gigi lancar lahiran nya,0
"Ketawa"" liat gigi nangis tapi ikutan nangis juga",0
"Alhamdulillah Bumil semua ngumpul lagi,, Rans itu emang orang yang sangat the best,, sehat"" semua yaa Bumil moga dilancarkan sampai proses persalinan",0
Semoga dilancarkan ketika persalinannya dan semoga diberikan anak yang Sholeh dan Solehah kak gigi dkk,0
"Semoga lancar n sehat sampai lahiran unk mbk Gigi, Kak Paula, Lesty dan Aurel",0
"Kalau ada 4 bumil ini pasti aku serbu tak akan trlewatkan... Sehat semua, sukses teruus",0
Kenapa setiap Nagita nangis.gue jugak ikut nangis ya,0
Sehat slalu ibu SM debaynya hingga lahiran dan smoga sekeluarga sllu dlm lindungan Allah SWT. Aamiin.,0
Mba gigi nangis ku juga ikutan nangis. Sehat sehat Mba gigi n dd baby. Semangat pejuang garis biru,0
Sehat terus bumil lancar persalinan nya sehat buat debay dan mama nya,0
"Masya Allah mba gigi orang baik makanya banyak yang sayang, sehat selalu ya mba gigi sampai lahiran bulan depan Aamiin...",0
Mata gua ada bawang merah nya. Sehat trs Nagita dan bayi nya.. dan sukses trs buat Rans Entertainment,0
Smg mama gigi sehat sll dan barakallah,0
Kak gigi tu hatinya lembut banget . Saking baiknya tulusnya banyak yg sayang sama kak gigi ?,0
"Semoga sehat sampai melahirkan ya,Tuhan menyertai. amin",0
"Assalamualaikum masyaallah BUMIL ""Semoga dilancarkan persalinannya nanti AMIN",0
Maa syaa Allah tabarakallah Alhamdulillah bahagia nya  mama Gigi,0
Jadi ikut nangis karena mama Gigi nangis semoga sehat selalu ya mama Gigi and baby,0
Ya ampun salpok liat paula. Menjejer bareng bumils  tinggi bat dah,0
Ya allah nangis trharu bahagia aku liat vidio ini..Semoga aku juga bisa cepet hamil pasti suami aku dan kluarga ku juga bahagia penantian 10 thn ,0
Masya allah luar biasa semoga dilancarkan amin,0
Semoga sehat lancar berkah barokah sampai lahiran kak gigi aamiin,0
Ikutan nangis sampe sesenggukan juga. Sehat dan bahagia selalu mama gigi,0
"Smoga mbak nagita, Paula, lesti dan aurel di berikan kesehatan panjang umur lancar persalinan nya nanti",0
"Salfok ke paula cantik bett, gue yang perempuan aja sesuka itu lihat paula gimana para lelaki. Sehat-sehat semua terutama buat para bumill",0
"Terharuuu bgt nntonx, smoga gigi sehat2 skluarga...smogaa kitaa jugaa suatu saat bisa sukses, dlncrkn rezekix sprti mereka...amin",0
"Jdi ikutan nangis liat gigi,smga lancar ya bt lahirannya NNT sehat ters gigi dan baby",0
"Masya Allah, seneng banget liat para Bumil.. Leslar, ahha, rans, bapau... The real Sultan..",0
Orang baik bakal di cintai oleh banyak orang.,0
MasyaAllah cantik sekali mamagi sehat-sehat mamagi & adiknya Aa Rafathar,0
Semoga semua sehat2 sll dan dilancarkan..,0
"Kenapa liat Gigi nangis gw ikutan nangis juga. Masya Allah... Terharu liatnya, di kelilingi orang"" yg sayang sama Gigi, circlenya bukan kaleng"". Sehat trus ya mba Gigi, lungsur langsar sampe lahiran nanti ??",0
"Orang baik selalu dikelilingi oleh orang yang baik juga ,,,Nagita selalu menjadi idola",0
Ikutan nangis disini ngrasain perjuang garis dua ga mudah doain kami smoga segera diberi garis dua yah.,0
