,Komen,Klasifikasi,kategori_id
1152,"['moga', 'mama', 'sehat', 'lahir', 'adik', 'bayi', 'nya', 'sehat']",no cyberharassment,0
1153,"['haru', 'lihatya', 'aku', 'nangis', 'sehat', 'selalu', 'nagita']",no cyberharassment,0
1154,"['salah', 'fokus', 'pertama', 'lesty', 'bilang', 'arti', 'mama', 'ami', 'hamil', 'sama', 'nanas', 'tidak', 'hirau']",no cyberharassment,0
1155,"['ibu', 'hamil', 'giapales', 'aurel', 'paula', 'lesti', 'sehat', 'sehat', 'lancar', 'lahir', 'moga', 'silaturahmi', 'makin', 'kompak', 'langgeng']",no cyberharassment,0
1156,"['jadi', 'ikut', 'nangis', 'ngelihat', 'kakak', 'nangis', 'sehat', 'terus', 'kakak', 'adik', 'bayi', 'nya']",no cyberharassment,0
1157,"['sehat', 'selalu', 'mama', 'keluarga', 'moga', 'lancar', 'salin']",no cyberharassment,0
1158,"['lihat', 'nagita', 'nangis', 'sedih', 'sedih', 'lucu']",no cyberharassment,0
1159,"['moga', 'rans', 'punya', 'fotografer', 'pribadi', 'jadi', 'kalau', 'peristiwa', 'rans', 'berpergian', 'foto', 'bagus', 'nya', 'soal', 'sayang', 'banget', 'banyak', 'momen', 'bagus', 'tidak', 'abadi']",no cyberharassment,0
1160,"['moga', 'juang', 'garis', 'lekas', 'dapat', 'rezeki', 'hamil', 'kayak', 'kakak']",no cyberharassment,0
1161,"['suka', 'banget', 'lihat', 'ibu', 'hamil', 'moga', 'aku', 'tular', 'hamil']",no cyberharassment,0
1162,"['ikut', 'haru', 'moga', 'sehat', 'selalu', 'kakak', 'aku', 'raffi', 'moga', 'selalu', 'dalam', 'lindung', 'cinta', 'keluarga', 'rans']",no cyberharassment,0
1163,"['masya', 'tabarakallah', 'bayi', 'rans']",no cyberharassment,0
1164,"['leslar', 'hadir', 'buat', 'ibu', 'mil', 'sayang', 'aku', 'ibu', 'mil', 'baik', 'lain', 'moga', 'sehat', 'semua', 'mama', 'pau', 'lahir', 'lancar', 'mama', 'calon', 'mama', 'muda', 'loly', 'lesty', 'sehat', 'sehat']",no cyberharassment,0
1165,"['sehat', 'selalu', 'mama']",no cyberharassment,0
1166,"['masyaallah', 'tabarakalloh', 'moga', 'sehat', 'terus', 'mama', 'lancar', 'salin', 'nya']",no cyberharassment,0
1167,"['taiwan', 'selalu', 'hadir', 'buat', 'ibu', 'hamil', 'is', 'baik', 'sehat', 'selalu', 'semua']",no cyberharassment,0
1168,"['haru', 'masyaallah', 'senang', 'kumpul', 'keluarga', 'saudara']",no cyberharassment,0
1169,"['tahu', 'tidak', 'artis', 'indonesia', 'sayang', 'sama', 'se', 'indonesia', 'nagita', 'slavina', 'sadar', 'tidak', 'kenal', 'sayang', 'sama', 'mama', 'sehat', 'terus', 'mama', 'bahagia', 'terus', 'keluarga', 'rans']",no cyberharassment,0
1170,"['bawang', 'sini', 'sehat', 'selalu', 'ibu', 'hamil', 'adik', 'bayi', 'dalam', 'perut']",no cyberharassment,0
1171,"['senang', 'lihat', 'ibu', 'hamil', 'sehat', 'sehat', 'semua', 'beri', 'rahmat', 'hamil', 'nya']",no cyberharassment,0
1172,"['sehat', 'kakak', 'lancar', 'lahir', 'nya']",no cyberharassment,0
1173,"['ketawa', 'lihat', 'nangis', 'ikut', 'nangis']",no cyberharassment,0
1174,"['alhamdulillah', 'ibu', 'hamil', 'semua', 'ngumpul', 'rans', 'emang', 'orang', 'sangat', 'baik', 'sehat', 'semua', 'ibu', 'hamil', 'moga', 'lancar', 'proses', 'salin']",no cyberharassment,0
1175,"['moga', 'lancar', 'salin', 'moga', 'beri', 'anak', 'saleh', 'salihah', 'kak']",no cyberharassment,0
1176,"['moga', 'lancar', 'sehat', 'lahir', 'kakak', 'kak', 'paula', 'lesty', 'aurel']",no cyberharassment,0
1177,"['kalau', 'ibu', 'hamil', 'aku', 'serbu', 'tidak', 'lewat', 'sehat', 'semua', 'sukses', 'terus']",no cyberharassment,0
1178,"['nagita', 'nangis', 'aku', 'ikut', 'nangis']",no cyberharassment,0
1179,"['sehat', 'selalu', 'ibu', 'sama', 'adik', 'bayi', 'hingga', 'lahir', 'moga', 'keluarga', 'selalu', 'dalam', 'lindung']",no cyberharassment,0
1180,"['kakak', 'nangis', 'aku', 'ikut', 'nangis', 'sehat', 'sehat', 'kakak', 'adik', 'bayi', 'semangat', 'juang', 'garis', 'biru']",no cyberharassment,0
1181,"['sehat', 'terus', 'ibu', 'hamil', 'lancar', 'salin', 'nya', 'sehat', 'buat', 'adik', 'bayi', 'mama', 'nya']",no cyberharassment,0
1182,"['masya', 'kakak', 'orang', 'baik', 'makanya', 'banyak', 'sayang', 'sehat', 'selalu', 'kakak', 'lahir', 'bulan', 'depan']",no cyberharassment,0
1183,"['mata', 'aku', 'bawang', 'merah', 'nya', 'sehat', 'terus', 'nagita', 'bayi', 'nya', 'sukses', 'terus', 'buat', 'rans', 'entertainment']",no cyberharassment,0
1184,"['moga', 'mama', 'sehat', 'selalu', 'barakallah']",no cyberharassment,0
1185,"['kak', 'hati', 'lembut', 'banget', 'saking', 'baik', 'tulus', 'banyak', 'sayang', 'sama', 'kak']",no cyberharassment,0
1186,"['moga', 'sehat', 'lahir', 'tuhan', 'serta']",no cyberharassment,0
1187,"['assalamualaikum', 'masyaallah', 'ibu', 'hamil', 'moga', 'lancar', 'salin']",no cyberharassment,0
1188,"['syaa', 'tabarakallah', 'alhamdulillah', 'bahagia', 'nya', 'mama']",no cyberharassment,0
1189,"['jadi', 'ikut', 'nangis', 'mama', 'nangis', 'moga', 'sehat', 'selalu', 'mama', 'bayi']",no cyberharassment,0
1190,"['ampun', 'salah', 'fokus', 'lihat', 'paula', 'jejer', 'bareng', 'ibu', 'hamil', 'tinggi', 'banget', 'sudah']",no cyberharassment,0
1191,"['nangis', 'haru', 'bahagia', 'aku', 'lihat', 'video', 'moga', 'aku', 'bisa', 'cepat', 'hamil', 'suami', 'aku', 'keluarga', 'aku', 'bahagia', 'nanti', 'tahun']",no cyberharassment,0
1192,"['masya', 'luar', 'biasa', 'moga', 'lancar']",no cyberharassment,0
1193,"['moga', 'sehat', 'lancar', 'berkah', 'barokah', 'lahir', 'kak']",no cyberharassment,0
1194,"['ikut', 'nangis', 'sengguk', 'sehat', 'bahagia', 'selalu', 'mama']",no cyberharassment,0
1195,"['moga', 'kakak', 'nagita', 'paula', 'lesti', 'aurel', 'ikan', 'sehat', 'panjang', 'umur', 'lancar', 'salin', 'nya']",no cyberharassment,0
1196,"['salah', 'fokus', 'paula', 'cantik', 'banget', 'aku', 'perempuan', 'suka', 'lihat', 'paula', 'gimana', 'lelaki', 'sehat', 'sehat', 'semua', 'utama', 'buat', 'ibu', 'hamil']",no cyberharassment,0
1197,"['haru', 'banget', 'nontonnya', 'moga', 'sehat', 'keluarga', 'moga', 'suatu', 'bisa', 'sukses', 'lancar', 'rezeki']",no cyberharassment,0
1198,"['jadi', 'ikut', 'nangis', 'lihat', 'moga', 'lancar', 'buat', 'lahir', 'sehat', 'terus', 'bayi']",no cyberharassment,0
1199,"['masya', 'senang', 'banget', 'lihat', 'ibu', 'hamil', 'leslar', 'ahha', 'rans', 'bapau', 'nyata', 'sultan']",no cyberharassment,0
1200,"['orang', 'baik', 'bakal', 'cinta', 'banyak', 'orang']",no cyberharassment,0
1201,"['masyaallah', 'cantik', 'sekali', 'mamagi', 'sehat', 'sehat', 'mamagi', 'adik', 'aku', 'rafathar']",no cyberharassment,0
1202,"['moga', 'semua', 'sehat', 'selalu', 'lancar']",no cyberharassment,0
1203,"['lihat', 'nangis', 'aku', 'ikut', 'nangis', 'masya', 'haru', 'lihat', 'keliling', 'orang', 'sayang', 'sama', 'kerabat', 'bukan', 'kaleng', 'sehat', 'terus', 'kakak', 'lungsur', 'langsar', 'lahir']",no cyberharassment,0
1204,"['orang', 'baik', 'selalu', 'keliling', 'orang', 'baik', 'nagita', 'selalu', 'jadi', 'idola']",no cyberharassment,0
1205,"['ikut', 'nangis', 'sini', 'ngerasain', 'juang', 'garis', 'dua', 'tidak', 'mudah', 'doain', 'moga', 'segera', 'beri', 'garis', 'dua']",no cyberharassment,0
1206,"['ibu', 'hamil', 'keren', 'adem', 'banget', 'terus', 'sayang', 'beri', 'contoh', 'pikir', 'sehat', 'bangun', 'ibu', 'hamil', 'moga', 'semua', 'sehat', 'terus']",no cyberharassment,0
1207,"['jadi', 'sedih', 'lihat', 'mama', 'moga', 'mama', 'selalu', 'sehat', 'walafiat', 'bahagia', 'selalu', 'lancar', 'lahir']",no cyberharassment,0
1208,"['masya', 'biarpun', 'aku', 'belum', 'pernah', 'ketemu', 'sama', 'makhluk', 'cipta', 'aku', 'selalu', 'doa', 'kakak', 'keluarga', 'moga', 'kakak', 'lancar', 'salin', 'sehat', 'selalu']",no cyberharassment,0
1209,"['moga', 'ikan', 'lancar', 'mudah', 'proses', 'lahir', 'ikan', 'sehat', 'ibu', 'anak', 'powerransgers', 'keren']",no cyberharassment,0
1210,"['moga', 'sehat', 'selalu', 'buat', 'ibu', 'hamil', 'semua', 'moga', 'lancar', 'lahir']",no cyberharassment,0
1211,"['haru', 'banget', 'jadi', 'ikut', 'nangis', 'moga', 'lancar', 'lahir', 'kakak']",no cyberharassment,0
1212,"['jadi', 'ikut', 'haru', 'moga', 'lahir', 'nya', 'lancar', 'ibu', 'anak', 'sehat']",no cyberharassment,0
1214,"['sehat', 'selalu', 'kakak', 'lancar', 'lahir']",no cyberharassment,0
1215,"['masya', 'moga', 'moga', 'selalu', 'dalam', 'lindung']",no cyberharassment,0
1216,"['moga', 'sehat', 'terus', 'skeluarga', 'kakak', 'lahir', 'lancar', 'semua']",no cyberharassment,0
1217,"['moga', 'kakak', 'lancar', 'semua', 'tuju', 'salin']",no cyberharassment,0
1218,"['akhir', 'rans', 'sedang', 'tren', 'telah', 'sekian', 'lama']",no cyberharassment,0
1219,"['mudah', 'mudah', 'selalu', 'beri', 'selamat', 'lancar', 'sehat', 'lahir', 'batin', 'janin']",no cyberharassment,0
1220,"['haru', 'banget', 'nontonnya', 'moga', 'lahir', 'lancar', 'sehat', 'kakak', 'bayi', 'doa', 'moga', 'kasih', 'momong', 'kakak', 'amien']",no cyberharassment,0
1221,"['masyaallah', 'aku', 'haru', 'kok', 'malam', 'malam', 'lihat', 'youtube', 'keluarga', 'rans', 'benar', 'benar', 'keluarga', 'inspirasi', 'semua', 'bantu', 'teman', 'semua', 'doain', 'moga', 'aku', 'cepat', 'hamil', 'biar', 'rezeki', 'nya', 'telah', 'gugur', 'moga', 'kabul', 'doa']",no cyberharassment,0
1222,"['aku', 'nangis', 'lihat', 'video', 'moga', 'kakak', 'sehat', 'lahir']",no cyberharassment,0
1223,"['rans', 'konsep', 'keren']",no cyberharassment,0
1224,"['kalau', 'orang', 'baik', 'dekat', 'orang', 'baik', 'sehat', 'terus', 'kakak', 'moga', 'lahir', 'beri', 'lancar']",no cyberharassment,0
1225,"['sehat', 'terus', 'ibu', 'hamil', 'lahir', 'senang', 'senang', 'senang']",no cyberharassment,0
1226,"['bahak', 'bahak', 'banget', 'lihat', 'nagita', 'nangis', 'ampun', 'suasana', 'hati', 'banget', 'ibu', 'hamil']",no cyberharassment,0
1227,"['masyaallah', 'ikut', 'nangis', 'haru', 'sehat', 'selalu', 'lancar', 'lahir', 'kakak']",no cyberharassment,0
1228,"['masyaallah', 'jadi', 'ikut', 'bahagia', 'gakerasa', 'netesin', 'air', 'mata', 'moga', 'nular', 'aku', 'juang', 'garis', 'sehat', 'selalu', 'kak']",no cyberharassment,0
1229,"['masyaallah', 'sehat', 'selalu', 'buat', 'kakak', 'jadi', 'ikut', 'sedih', 'ngelihat', 'kakak', 'nangis']",no cyberharassment,0
1230,"['jangan', 'nangis', 'dong', 'kakak', 'aku', 'jadi', 'ikut', 'nangis', 'moga', 'beri', 'sehat', 'lancar', 'lahir']",no cyberharassment,0
1231,"['ikut', 'nangis', 'lihat', 'kakak', 'moga', 'tular', 'hamil']",no cyberharassment,0
1232,"['pernah', 'sakit', 'tawakal', 'tabah', 'buah', 'sabar', 'ikhlas', 'kakak', 'barakallah', 'kakak']",no cyberharassment,0
1233,"['mudah', 'lancar', 'salin']",no cyberharassment,0
1234,"['semangat', 'ibu', 'hamil']",no cyberharassment,0
1235,"['ketawa', 'om', 'merry', 'puas', 'banget', 'sumpah', 'gemas', 'ngelihat', 'mama', 'nangis', 'sumpah']",no cyberharassment,0
1236,"['ikut', 'haru']",no cyberharassment,0
1238,"['ibu', 'hamil', 'kasih', 'kejut', 'sama', 'keluarga', 'teman', 'semua', 'sangat', 'haru', 'beri', 'main', 'seru']",no cyberharassment,0
1239,"['kok', 'aku', 'ikut', 'nangis', 'lihat', 'mama', 'nangis', 'mama', 'sehat', 'selalu', 'keluarga', 'sayang', 'kalian']",no cyberharassment,0
1240,"['suka', 'kalang', 'nya', 'lesti', 'sekarang', 'perempuan', 'hebat', 'saling', 'dukung', 'satu', 'sama']",no cyberharassment,0
1241,"['moga', 'sehat', 'selalu', 'mama', 'adik', 'bayi', 'lancar', 'mudah', 'proses', 'lahir', 'nya', 'sehat', 'selamat', 'dua']",no cyberharassment,0
1242,"['baru', 'sempat', 'nonton', 'ikut', 'nangis', 'sehat', 'kakak', 'adik', 'nya', 'rafathar']",no cyberharassment,0
1243,['alhamdulillah'],no cyberharassment,0
1244,"['lihat', 'nangis', 'kok', 'aku', 'jadi', 'ikut', 'nangis', 'sih', 'haru', 'banget', 'selamat', 'buat', 'ibu', 'hamil', 'moga', 'ibu', 'calon', 'adik', 'bayi', 'nya', 'sehat']",no cyberharassment,0
1245,"['ikut', 'nangis', 'kakak', 'sudah', 'mau', 'tahun', 'nikah', 'belum', 'karunia', 'anak', 'moga', 'ibu', 'beri', 'sempat', 'buat', 'punya', 'momong', 'jaga', 'anak', 'baik', 'tuhan', 'berkat']",no cyberharassment,0
1246,"['alhamdulillah', 'bahagia', 'terus', 'kak']",no cyberharassment,0
1247,"['dulu', 'pernah', 'disakitin', 'hati', 'rasa', 'sakit', 'sakit', 'balas', 'semua', 'bahagia', 'lipat', 'ganda', 'masya']",no cyberharassment,0
1248,"['orang', 'baik', 'sekelilingin', 'orang', 'baik', 'sehat', 'selalu', 'mama', 'adik', 'bayi']",no cyberharassment,0
1249,"['alhamdulillah', 'sehat', 'ibu', 'adik', 'lancar', 'lahir']",no cyberharassment,0
1250,"['salah', 'fokus', 'sama', 'tieta', 'tieta', 'keren', 'banget', 'keren', 'banget', 'modis', 'banget']",no cyberharassment,0
1251,"['bayi', 'ibu', 'nya', 'sehat', 'semua', 'tidak', 'kurang', 'apa']",no cyberharassment,0
1252,"['wow', 'mata', 'aku', 'alir', 'lihat']",no cyberharassment,0
1253,"['buat', 'ibu', 'hamil', 'sehat', 'selalu', 'mama', 'moga', 'salin', 'lancar', 'sehat', 'semua']",no cyberharassment,0
1254,"['senang', 'lihat', 'adik', 'moga', 'adik', 'nyaman']",no cyberharassment,0
1255,"['leslarans', 'hadir', 'sehat', 'semua', 'buat', 'ibu', 'hamil', 'cantik', 'lancar', 'salin']",no cyberharassment,0
1256,"['jadi', 'ikut', 'nangis']",no cyberharassment,0
1257,"['moga', 'lancar', 'lahir']",no cyberharassment,0
1258,"['kak', 'nangis', 'aku', 'jadi', 'ikut', 'nangis', 'haru', 'banget']",no cyberharassment,0
1259,"['moga', 'proses', 'salin', 'lancar', 'kakak']",no cyberharassment,0
1260,"['senang', 'banget', 'nagita', 'sayang', 'sama', 'semua', 'keluarga', 'sahabat', 'fansnya', 'semua']",no cyberharassment,0
1261,"['moga', 'kelak', 'punya', 'mertua', 'kayak', 'mama', 'ami', 'aku', 'bisa', 'kuat', 'mama']",no cyberharassment,0
1263,"['lihat', 'dengerin', 'kak', 'nangis', 'jadi', 'ikut', 'nangis', 'haru', 'bahagia', 'sehat', 'sehat']",no cyberharassment,0
1264,"['haru', 'ketawa', 'lihat', 'kakak', 'nangis', 'bengek']",no cyberharassment,0
1265,"['jadi', 'ikut', 'nangis', 'haru']",no cyberharassment,0
1266,"['allah', 'ikut', 'nangis', 'sehat', 'selalu', 'kakak', 'sama', 'keluarga']",no cyberharassment,0
1267,"['sadar', 'titis', 'air', 'mata', 'moga', 'mama', 'bayi', 'sehat', 'selalu', 'selamat', 'lahir']",no cyberharassment,0
1268,"['haru', 'mamagigi', 'gemas', 'banget', 'sih', 'moga', 'lancar', 'salin', 'nya']",no cyberharassment,0
1269,"['moga', 'nular', 'kakak', 'nagita']",no cyberharassment,0
1270,"['kakak', 'nnagis', 'terus', 'nagisnya', 'sengguk', 'jadi', 'ikut', 'haru']",no cyberharassment,0
1271,"['hamil', 'kali', 'sangat', 'sensitif', 'lihat', 'wanita', 'punya', 'hati', 'tulus', 'banget']",no cyberharassment,0
1272,"['buah', 'sabar', 'moga', 'sehat', 'selalu', 'bahagia', 'selalu', 'langgeng', 'sama', 'raffi', 'cantik', 'imut', 'orang', 'ceria', 'aura', 'positif', 'banget', 'tidak', 'bosan', 'lihat']",no cyberharassment,0
1273,"['sultan', 'lahir', 'sultan', 'bakat', 'alhamdulillah']",no cyberharassment,0
1274,"['sehat', 'selalu', 'kakak', 'aurel', 'kakak', 'paula', 'kakak', 'nagita']",no cyberharassment,0
1275,"['doa', 'selalu', 'sehat', 'mama']",no cyberharassment,0
1276,"['sehat', 'sehat', 'ibu', 'hamil']",no cyberharassment,0
1277,"['haru', 'banget', 'lihat', 'sehat', 'terus', 'ibu', 'hamil']",no cyberharassment,0
1278,"['ikut', 'nangis', 'dong', 'masyaallah', 'sehat', 'sehat', 'ibu', 'hamil']",no cyberharassment,0
1279,"['doa', 'baik', 'semua']",no cyberharassment,0
1280,"['alhamdulillah', 'banyak', 'selamat', 'kakak', 'sayang']",no cyberharassment,0
1281,"['masyaallah', 'moga', 'kak', 'calon', 'adik', 'bayi', 'nya', 'keluarga', 'orang', 'keliling', 'rans', 'semua', 'beri', 'sehat', 'berkah', 'damai', 'kebahagian', 'beri', 'lancar', 'lahir']",no cyberharassment,0
1282,"['bukan', 'kak', 'haru', 'aku', 'haru', 'nangis', 'isak', 'selalu', 'kak', 'keluarga']",no cyberharassment,0
1283,"['moga', 'sehat', 'selalu', 'buat', 'kakak', 'moga', 'lancar', 'lahir', 'sehat', 'semua', 'adik', 'bayi', 'moga', 'selalu', 'bahagia', 'buat', 'kakak']",no cyberharassment,0
1284,"['kok', 'jadi', 'nangis', 'moga', 'keluarga', 'kakak', 'selalu', 'lindung', 'sama']",no cyberharassment,0
1285,"['moga', 'ibu', 'hamil', 'sehat', 'selalu', 'lancar', 'semua', 'tuju', 'salin']",no cyberharassment,0
1286,"['moga', 'beri', 'lancar', 'lahir']",no cyberharassment,0
1287,"['ikut', 'nangis', 'ketawa', 'lihat', 'kakak']",no cyberharassment,0
1288,"['aku', 'nonton', 'nangis', 'haru', 'banget', 'ngelihat', 'nya', 'orang', 'baik', 'bakal', 'temu', 'sama', 'orang', 'baik', 'masyaallah', 'banget']",no cyberharassment,0
1289,"['gemas', 'banget', 'kalau', 'lihat', 'kakak', 'cantik', 'baik', 'rendah', 'hati']",no cyberharassment,0
1290,"['masyaallah', 'ibu', 'hamil', 'cantik', 'imut', 'banget', 'jadi', 'ikut', 'haru', 'lihat', 'nya', 'sehat', 'selalu', 'bahagia', 'selalu', 'buat', 'ibu', 'hamil']",no cyberharassment,0
1291,"['hijab', 'wajib', 'bukan', 'pilih', 'entah', 'bagaimana', 'laku', 'sikap', 'bahkan', 'orang', 'hujat', 'tidak', 'alas', 'lepas', 'hijab']",no cyberharassment,0
1292,"['ngurusin', 'hidup', 'orang', 'banget', 'sih', 'kalian', 'banyak', 'bilang', 'hijab', 'tidak', 'tetap', 'tidak', 'rubah', 'isi', 'dompet', 'lah', 'terus', 'kamu', 'repot', 'sih']",no cyberharassment,0
1293,"['heboh', 'banget', 'sih']",no cyberharassment,0
1294,"['bunda', 'bagus', 'sekarang', 'lebih', 'segar']",no cyberharassment,0
1295,"['jadi', 'tidak', 'tega', 'lihat', 'sih', 'kakak', 'sekarang', 'jadi', 'buka', 'hijab', 'padahal', 'bukan', 'salah', 'hijab']",no cyberharassment,0
1296,"['cuma', 'mau', 'bilang', 'kak', 'rachel', 'mau', 'pakai', 'hijab', 'tidak', 'pokok', 'tetap', 'cantik', 'cantik', 'bukan', 'liat', 'luar', 'penting', 'cantik', 'dalam']",no cyberharassment,0
1297,"['pikir', 'tidak', 'cantik', 'pakai', 'hijab']",no cyberharassment,0
1298,"['aku', 'pernah', 'banget', 'posisi', 'kamu', 'pernah', 'hijab', 'jaga', 'pandang', 'suami', 'benar', 'benar', 'tahan', 'emang', 'sakit']",no cyberharassment,0
1299,"['tidak', 'mesti', 'buka', 'hijab', 'tidak', 'sih', 'kesan', 'gimana', 'gitu', 'maaf', 'bukan', 'maksud', 'gimana', 'sama', 'muslim', 'saling', 'ingat']",no cyberharassment,0
1300,"['netizen', 'tega', 'banget', 'mulut', 'nya']",no cyberharassment,0
1301,"['bagaimana', 'kak', 'rachel', 'sembunyi', 'sedih', 'lihat', 'jelas', 'kak', 'semangat']",no cyberharassment,0
1302,"['ketiak', 'sama', 'muka', 'aku', 'mulus', 'ketiak']",no cyberharassment,0
1303,"['sih', 'paling', 'hak', 'bahagia', 'aku', 'heran', 'kenal', 'gara', 'apa', 'sih', 'siapa', 'sih', 'jangan', 'jadi', 'duta', 'karantina', 'deeehhh', 'binggung', 'lihat', 'seleb', 'sekarang']",no cyberharassment,0
1304,"['bibir', 'gemeter', 'terus', 'tetap', 'estetik', 'bunda']",no cyberharassment,0
1305,"['tidak', 'percaya', 'diri', 'sama', 'ketiak', 'kak', 'rachel']",no cyberharassment,0
1306,"['tidak', 'pernah', 'ngecewain', 'bunda']",no cyberharassment,0
1307,"['tidak', 'obat', 'keren', 'banget']",no cyberharassment,0
1308,"['tutup', 'kutang', 'doang', 'proses', 'tidak', 'mudah', 'bunda', 'hidup', 'butuh', 'proses', 'buaik', 'lebih', 'baik', 'bunda']",no cyberharassment,0
1309,"['ngapainn', 'anjir', 'air', 'tidak', 'lihat']",no cyberharassment,0
1310,"['ibu', 'tubuh', 'nya', 'keren', 'cakap', 'kayak', 'anak', 'gadis', 'aku', 'gadis', 'sudah', 'kayak', 'ibu', 'anak']",no cyberharassment,0
1311,"['ketiak', 'aku', 'tidak', 'mulus', 'ketiak']",no cyberharassment,0
1312,"['kalau', 'baringan', 'tetap', 'cantik', 'lah', 'aku', 'baringan', 'muka', 'sudah', 'leber', 'mana']",no cyberharassment,0
1313,"['bibir', 'getar', 'anjir', 'tidak', 'bisa', 'bayangin', 'sedingin', 'apa']",no cyberharassment,0
1314,"['terlalu', 'buka', 'tidak', 'sih']",no cyberharassment,0
1315,"['anjir', 'keren', 'banget']",no cyberharassment,0
1316,"['masuk', 'angin', 'tidak', 'habis']",no cyberharassment,0
1317,"['umur', 'hidup', 'main', 'tiktok', 'tidak', 'pernah', 'lewat', 'halaman', 'kamu', 'aku', 'viral', 'muncul', 'akun', 'asli', 'mandiri', 'tiktok', 'tahu']",no cyberharassment,0
1318,"['heran', 'masalah', 'selalu', 'muncul', 'halaman', 'kamu', 'kemarin', 'gitu']",no cyberharassment,0
1319,"['zara', 'ajar', 'jangan', 'ajar', 'zara']",no cyberharassment,0
1320,"['kasus', 'grepe', 'netizen', 'pikir', 'zara', 'kena', 'mental', 'nyata', 'netizen', 'kena', 'mental', 'gegera', 'tidak', 'jera', 'jera']",no cyberharassment,0
1321,"['ampun', 'sudah', 'capek', 'banyak', 'ngadu']",no cyberharassment,0
1322,"['nyata', 'tidak', 'polos', 'aku', 'kira']",no cyberharassment,0
1323,"['moga', 'cepat', 'sadar', 'tidak', 'ulang', 'kesal', 'ngomong', 'ngomong', 'simpan', 'aib', 'bisa', 'lihat', 'tutorial', 'yt', 'privasi', 'atur', 'kakak']",no cyberharassment,0
1324,"['zara', 'kalau', 'tidak', 'buat', 'ulah', 'tidak', 'tenar']",no cyberharassment,0
1325,"['aku', 'nakal', 'aku', 'bangga']",no cyberharassment,0
1326,"['cium', 'kemarin']",no cyberharassment,0
1327,"['lihat', 'bahu', 'bungkuk', 'tanda', 'kalau', 'orang', 'punya', 'hati', 'buruk']",no cyberharassment,0
1328,"['ketiak', 'nya', 'bisa', 'putih', 'pakai', 'apa']",no cyberharassment,0
1329,"['sih', 'kalian', 'sibuk', 'ngurusin', 'aib', 'orang', 'kalau', 'tidak', 'baik', 'jangan', 'tiru', 'kalau', 'tidak', 'suka', 'jangan', 'liat', 'simpel']",no cyberharassment,0
1330,"['imut', 'kecil', 'gimana', 'gitu']",no cyberharassment,0
1331,"['maaf', 'banget', 'kamu', 'sekarang', 'isi', 'badan', 'bahagia', 'selalu']",no cyberharassment,0
1332,"['apa', 'masalah', 'nya', 'buka', 'hijab', 'solusi']",no cyberharassment,0
1333,"['moyy', 'ingat', 'perut', 'luu', 'bruuu', 'tindik', 'bengkak', 'jangan', 'kebanyakann', 'gerak', 'dulu']",no cyberharassment,0
1334,"['jangan', 'kasih', 'panggung', 'teman']",no cyberharassment,0
1335,"['aku', 'tidak', 'mau', 'hujat', 'aku', 'cuma', 'ingetin', 'kamu', 'jangan', 'kayak', 'gitu', 'jangan', 'umbar', 'aurat', 'kalau', 'belum', 'sudah', 'hijab', 'jangan', 'terlalu', 'buka', 'lebih', 'sopan']",no cyberharassment,0
1336,"['nekara', 'banyak', 'gantung', 'rambut', 'nya', 'dunia', 'tidak', 'pakai', 'kerudung']",no cyberharassment,0
1337,"['wow', 'makin', 'hari', 'makin', 'buka']",no cyberharassment,0
1338,['panas'],no cyberharassment,0
1339,"['jangan', 'suami', 'aku', 'lihat']",no cyberharassment,0
1340,"['sudah', 'kakak', 'sudah', 'jangan', 'buat', 'duda', 'makin', 'landa']",no cyberharassment,0
1341,"['andai', 'bumi', 'langit', 'satu', 'pacar', 'tidak', 'nyambung']",no cyberharassment,0
1342,"['mau', 'tanya', 'maaf', 'soal', 'penasaran', 'sih', 'beneran', 'cuma', 'tempel', 'ketiak']",no cyberharassment,0
1343,"['jangan', 'pancing']",no cyberharassment,0
1344,"['jangan', 'pacar', 'aku', 'lihat']",no cyberharassment,0
1345,"['jangan', 'nengok', 'kesana', 'kakak']",no cyberharassment,0
1346,"['buat', 'blng', 'komentar', 'cowok', 'miris', 'banget', 'kalian', 'jangan', 'salahin', 'cowok', 'nya', 'cowok', 'tidak', 'nafsu', 'kalau', 'sih', 'perempuan', 'nya', 'tidak', 'mancing', 'dluan', 'kalau', 'iman', 'cowok', 'nya', 'kuat']",no cyberharassment,0
1347,"['mata', 'jesicca', 'jangan', 'gitu']",no cyberharassment,0
1348,"['mulai', 'play', 'victim', 'jangan', 'pulai', 'kalau', 'tidak', 'mau', 'dikomen', 'gitu', 'lawak']",no cyberharassment,0
1349,"['tidak', 'usah', 'singgung', 'kalau', 'komennya', 'miris', 'sudah', 'tahu', 'sosial', 'media', 'video', 'undang', 'cabul', 'jangan', 'salahin', 'cabul']",no cyberharassment,0
1350,"['boneka', 'imut', 'banget', 'bismilah', 'milik']",no cyberharassment,0
1351,"['siapa', 'fokus', 'boneka', 'nya', 'ngomong', 'ngomong', 'imut', 'belakang']",no cyberharassment,0
1352,"['senyumnyaa', 'manis', 'banget', 'tidak', 'kuat', 'mohon']",no cyberharassment,0
1589,"['boleh', 'anak', 'baru', 'besar', 'kenal', 'cantik']",no cyberharassment,0
1872,"['enak', 'banget', 'jadi', 'kamu']",no cyberharassment,0
2163,"['tidak', 'bisa', 'lupa', 'indah']",no cyberharassment,0
2729,"['se', 'bagus', 'bagus', 'nya', 'suara', 'lebih', 'indah']",no cyberharassment,0
